username,content,sentiment
DJPb_Kemenkeu,"Selamat siang, Sobat #InTress

Lima besar Lomba Reels dalam rangka Hari Bakti Perbendaharaan ke-19 telah terpilih. Ini adalah salah satunya. Sambil menunggu pengumuman pemenang, yuk tonton satu-persatu.

(urutan post tidak menggambarkan peringkat)

Visual: Andika Prasetia",Positif
J0hn_wickwick,"@CNNIndonesia Mayoritas yang komen males baca isi berita keseluruhan. 
Padahal inti pernyataannya THR dibayarkan mulai 4 April dan jika pembayaran di masing-masing kedinasan terlambat, masih bisa dibayarkan setelah lebaran.
Artinya justru Kemenkeu memberi kelonggaran dalam batas laporan.",Positif
AlifaRaisa,"@Mdy_Asmara1701 penyebab utama FIFA mencabut Indonesia menjadi tuan rumah Piala Dunia U-20 2023 karena melihat perkembangan akhir Indonesia ini.

Maksudnya perkembangan yg gak jelas terkait kasus transaksi gelap 300T di kemenkeu hihihi...",Negatif
ichsan_r92,@prastow Demi hidup mewah pegawai kemenkeu…,Negatif
ghufy82,@DharmaSayoga @muannas_alaidid @DPR_RI @PPATK @kemenkeu @DivHumas_Polri Emang bisa PNS/ASN ikut parpol/ormas? Ente kadang kadang ente,Negatif
ArekNdeso79,@CNNIndonesia mungkin ini yg buat petisi pegawe pajak dan kemenkeu. krn tukinnya gede. ad yg 117 sebulan. kl yg didaerah kan kecil tukinnya,Negatif
bonny_ph,@RianDwikiIndra1 @orisonmarden @mardiasih Pegawai kemenkeu atau sejenis,Positif
suntorotyastara,@Leonita_Lestari Saya ngak tahu di Kemenkeu. Tapi di satu Kementerian saya tahu banditnya ya menteri sama stafsusnya yang tiap hari menggarong APBN. Kemarin stafsusnya diam2 udah di periksa KPK tapi tidak terkspos.,Negatif
a2_smart1,@MARQUEZ__93 @KejaksaanRI YG 349 TRILIUN DI KEMENKEU CEBONG BUZZER LONDO IRENG AHOKER PEKING MINGKEM SEMUANYA,Negatif
LuckyLudjaina,"@TarunaAdjie1 Suka cita selfi2 ngga taunya uang negara dirampok sampai TRILLUNAN...🙄
ASTAGHFIRULLAH...
PDHL ANGGOTA DPR &amp; KEMENKEU ITU GAJINYA SDH ""GEDE"" KOK MASIH KURANG,AKIBATNYA NGGA BISA BAYAR THR ASN DGN ""PENUH"" CUMA 50%,KOK SPT INFAK MASJID DIPALAK 50%....😂🤣",Negatif
StioBam,@MariaAlcaff @DPR_RI Itu arti nya di Kemenkeu RI si Boss sudah gagal maka harus tahu diri &amp; mundur..,Negatif
wira_harianto,"@Hasbil_Lbs @Nurulkjo1 Yang 3,3 TRILIYUN apa cerita @kemenkeu ?",Negatif
ties91,@__AnakKolong Apapun...Kemenkeu memang tidak sedang baik2 saja...,Negatif
agnosticjack,@prastow Pertanyannya sekarang adalah berapa jumlah pegawai kemenkeu yang beli rubicon baru?? 😂😂😂😂😂,Negatif
LebahMd36214528,"@tvOneNews Lha ini pegawai Kemenkeu yg kotor, udah dikasih tunjangan yg jauh lebih besar dari ASN lain, ternyata kerjanya manipulasi, korupsi, pencucian uang dan kegiatan2  merampok uang negara lainnya. Harus dipidana semua yg terlibat !",Negatif
p023456,@DitjenPajakRI Baru 1 yg ditangkap @KPK_RI...padahal ada ratusan lagi pegawai Dan ex.pegawai kemenkeu di transaksi 300 trilyun...bingung...mau lapor atau tidak Hari terkahir Ini.,Negatif
yourloyalsinner,coba itu kemenkeu diaudit kek sama deloitte/kpmg.,Positif
Kriuuukid,"Diketahui terdapat perbedaan antara Mahfud dan Sri Mulyani, apa saja perbedaan itu? Yuk, simak infografis berikut ini! 

#Mahfud #SriMulyani #Kemenkeu #Korupsi #Indonesia",Positif
Kriuuukid,"Sementara Mahfud berkata ""Kemarin Bu Sri Mulyani menyebut di komisi XI transaksi yang melibatkan pegawai Kemenkeu hanya Rp 3,3 triliun, yang benar Rp 35 triliun. Ada datanya ini.""",Positif
Payakhos,SECARA RANDOM GUE NONTONIN RAPAT DPR PENGGELAPAN DANA DI KEMENKEU ANJIR. Gue nontonin pak mahfud md terus gue perhatiin. Ini kalau ada cerita tentang politik di campur bumbu homo🫂,Negatif
adrianto_i,@hoteliercrypto Gass lah coba daftar siapa tau ketrima. Klo di bawah kemenkeu gaji gede tunjangan gede.,Positif
hastarika,nyetel tv semuanya berita bola. langsung lupa sm kasus kemenkeu. heuheu...,Negatif
sushidigoreng,@prastow Pegawai kemenkeu udh berapa persen yg lapor spt pak bro?,Negatif
mana_buktinya,"@_haye_ Yg gak habis pikir, kenapa anggota DPR yg eks KPK ini (plus Arteria yg tengil itu) justru jadi kaki tangan Kemenkeu? Ngakunya setuju pemberantasan korupsi, tapi di persidangan DPR persis jadi tukang jegal usaha @mohmahfudmd utk mengungkap korupsi di Kemenkeu.",Negatif
syahrial_nst,"Menurut PPATK ada Rp 349 triliun transaksi mencurigakan di Kemenkeu. Presiden larang ASN menggelar bukber selama ramadhan. THR dan gaji ke-13 ASN dikorting. Sementara belanja batu, pasir dan semen utk tol dan IKN terus menyedot duit APBN. Segitunya sama rakyat. Jahat, bukan?",Positif
AgastyArcanA,"@sambudi_99 @Ejkrishnamo @AlissaWahid @mohmahfudmd Ya namanya pemimpin, kalo ga ngancam bawahan, malah dipake seenaknya.
contoh : DKI, Kemenkeu",Negatif
Kopirobusta9,"@democrazymedia mafia semua gak ada yg bs di pcy skg garong uang di kemenkeu dan bea cukai pendukungnya micek budek pdhal tdk ikut makan si, tp pendukung itu tgg jwb moral yg di dukung tukang korupsi semua, mafia narkoba mafia judi online, mafia prostitusi tumbuh subur, mafia semua‼️",Negatif
aurelius_yuve,"@tvOneNews Yah..itu sdh cerita lama,cuman disini bedanya malah pelaku adalah orang kemenkeu,intinya setiap jaringan peredaran mata uang disitu pasti ada tindakan unsur pidana.",Positif
hesfi_natia,"Mahfud mengatakan PPATK telah melaporkan transaksi janggal ke Kemenkeu sejak 2017. Namun sayangnya, akses Sri Mulyani terhadap temuan itu ditutupi anak buahnya sendiri. Laporan itu ternyata tak sampai ke tangan Sri Mulyani hingga 2020. / #...",Positif
imloveddearly,"@_haye_ Harusnya pegawai kemenkeu tuh tdk dijinkan ikut tax amnesty, lhaaa ini banyak yg ikut artinya kan piye ngono loh cc @jokowi, @KemenkeuRI @prastow",Negatif
madsteppers,@mleyoy @astearsgobs Haha mending korup gak sih (izin off dicheck Kemenkeu),Negatif
nisapuduy,"@TakutSuami @BennyHarmanID Gak akan ktmu pastinya, klu kemenkeu datanya Dr hitungan pajak sdgkan data prof mmd Dr hitungan pencucian uang yg ttlu sulit utk pembuktiannya (mnrt gw sih)",Negatif
openmindzero0,@BennyHarmanID Apa mereka gak belajar dari kasus Gayus Tambunan..sekarang Rafael yg katanya sudah 12 tahun bermain..mungkin masih banyak oknum² di Kemenkeu dan bea cukai tikus² yg rakus..,Negatif
sigitmawardi,@prastow Komitmen anda dan kemenkeu buat bersih2 gimana?? Saya titip pajak saya buat negara jangan sampai ditilep lagi y,Negatif
GustamiKurnia,"Mahfud mengatakan PPATK telah melaporkan transaksi janggal ke Kemenkeu sejak 2017. Namun sayangnya, akses Sri Mulyani terhadap temuan itu ditutupi anak buahnya sendiri. Laporan itu ternyata tak sampai ke tangan Sri Mulyani hingga 2020. / #...",Positif
Umbisabar,"@Jenengsinggawe @HermesWijaya @Dany35160046 @PNS_Garis_Lucu Emang ga ada yg congkak dan sombong 🙏🏻.. kemenkeu ha butuh org congkak dan sombong cm butuh yg mampu kerja.

kurang2in salty ke org kemenkeu.. ga usah kasih makan insecurity lu dengan salty ke org kemenkeu apalagi pake narasi siapa yg lebih kaya/miskin.. ga ada yg perlu tau juga",Negatif
Papileycia,@CNNIndonesia Sejak berita ini ramai 😷 kasus kemenkeu agak krg terlihat ditimeline,Positif
Fadlipenyair,"@BennyHarmanID Diahkir acara RDP kan jlas Bang Pak @mohmahfudmd berstatment..LIVE lagi..!!ngak mungkin yg nonton sdikit.publik nonton jlasnya!! Mau beda data dgn  @kemenkeu  yg penting bt rakyat hrs clear transaksi janggal tsb!!..mau pansus kek, mau angket kek.trserah!!.yg pnting pmbuktian!!😁",Negatif
janetez69,@geloraco 50% jadi safe deposit di kemenkeu? #Nanyadoank,Negatif
TrijayafmSby,"kata Mahfud dalam Rapat Dengar Pendapat Umum (RDPU) Komisi III DPR bersama Pusat Pelaporan dan Analisis Transaksi Keuangan (PPATK) dan Kementerian Keuangan (Kemenkeu), di Gedung DPR RI, Jakarta, Rabu (29/3/2023).",Positif
bank_indonesia,"Yuk #BeriMakna dengan simak selengkapnya dalam Konferensi Pers Bersama: “ASEAN Finance Ministers and Central Bank Governors (AFMGM) 2023”.

HARI INI
🗓️ Jumat, 31 Maret 2023 
⏰ 16.30 WIB / 17.30 WITA 

Di kanal Youtube BI dan Kemenkeu :",Positif
AlbertKusen11,"@tukangrosok22 DPR itu scr moral membela rakyat. Mungkin ada rakyat yg pingin adem, malu bila borok kemenkeu atau lembaga lain diumbar ke publik atau hal lain yg takut diumbar oleh menkopolkam. Mohon ungkap alasannya, apa bener wakili rakyat yg dimaksud?",Positif
alin_raihani,@prastow enak betul hidup pegawai pajak ya om? mudah2an airann mencurigakan di kemenkeu bisa terbuka dan masyarakat bisa tahu kondisi yg sebenarnya di kemenku,Negatif
PurwandiB,"@AdhieMassardi SMI sibuk ngeles.

Harusnya SMI sibuk membongkar kebusukan di Kemenkeu. Kenapa anak buahnya menahan Surat2x dr PPATK buat dia???
Goblok bener ni Mentri!!!",Negatif
Umbisabar,"@Jenengsinggawe @HermesWijaya @Dany35160046 @PNS_Garis_Lucu Saran gw move on. Rezeki udah ada yg ngatur. Kaya yg lu bilang, meski dilempar keluar kemenkeu lu masih bisa nyari duit dr hal lain kan? Syukuri aja itu. Ga usah salty ke orang kain",Positif
gembala_koteka,"@liputan6dotcom Saya lagi Menuju Palestina, mau cek Apakah; Para calon presiden, gubernur, ormas, ustad, PDIP dan PKS Palestina  sedang Demo FIFA karena Indonesia ditalak 5 untuk menyelenggarakan piala dunia U-20 sekaligus demo pencucian  349 T di Kemenkeu Palestina.",Negatif
rachmat_sahabat,"@prastow Itu mmg perlu agar tidak terjadi kecemburuan sosial di masyarakat.
Yang lebih perlu lagi adalah pengawasan, kontrol &amp; audit setiap pergerakan keuangan di Kemenkeu terhadap kebocoran/ penyalah gunaan/penyelewengan keuangan.
Terimakasih.",Positif
Jenengsinggawe,"@Umbisabar @HermesWijaya @Dany35160046 @PNS_Garis_Lucu Males sih reply sbnernya. . Dan gw gapernah salty sama kemenkeu sebagai institusi, tp liat ada pegawai yg sombong dan congkak, merasa lebih Dari yg lain, kasian aja ntar masa depan kemenkeu mau jadi kek apa klo tabiat tabiat macam itu Masih banyak menjangkiti pegawai disana.",Negatif
Umbisabar,"@Jenengsinggawe @HermesWijaya @Dany35160046 @PNS_Garis_Lucu Iya deh ngabisin energi tp bales reply mulu 🤧.

gw dr awal lu reply trus liat circle lu si dante aja gw dah tau kok lu alumni stan yg dilempar ke non kemenkeu.. 
makanya gw ladenin karena gw tau u pasti salty sm djp/kemenkeu.. 🙏🏻",Negatif
tjepicepi,@_haye_ ini gak masuk radar pengawasan kemenkeu kah? gak di tanya kenapa anak buah dnegan gaji segitu2nya pake tax amnesty?,Negatif
ZTWMakrifat,"@BennyHarmanID tangkap dulu terduga pelaku kejahatan keuangan di lingkungan kemenkeu, baru bicara TPPU. Pak mafud itu apa memang faham TPPU, meskipun dia ketua komite",Positif
Deariy,"@f_fathur @psi_id @mohmahfudmd Jadi bahas yang Video Grace atau Video yang situ bawak? biar tau masalahnya apa, gitu lho.
Karena PPATK dan KNKNTPPU memang ga punya wewenang untuk TPA nya, TPA nya Wewenang Kemenkeu, Tapi TPA Pencucian Uang disitu jelas Dugaan Korupsi, Kalo ngga, apa dong? Judi? Narkoba?",Negatif
QuartyRudiq,@JogeloJomrono @keuangannews_id @kemenkeu @DitjenPajakRI @ditjenbeacukai Para bandit dan koruptor kok dikasih THR bukannya sdh dapat 349 T.....,Negatif
kimjungkr,Dan Kemenkeu tahu itu bertahun-tahun dan diam saja.,Negatif
AgustaSusanto,"Ada transaksi 349T diduga TPPU dsb di kemenkeu, anehnya seorang kepala negara tdk ada bergeming",Negatif
Jenengsinggawe,"@Umbisabar @HermesWijaya @Dany35160046 @PNS_Garis_Lucu Ngapain kasian sama gw tong. Gw aja gak merasa perlu di kasihani. Emang biasa sih kalo orang sombong dan congkak, berusaha memandang orang rendah dengan sok mengasihani. Gw kasian si sama kemenkeu punya pegawai kek lu.",Negatif
Dandrasalam,@BennyHarmanID saran saya selama masa penyelidikan di kemenkeu... sri mulyani di non aktifkan dahulu sementara,Positif
Hand14590463,@geloraco Klo pegawai Kemenkeu saja sih gpp.. tapi klo semua nya kasihan mereka ..,Positif
Irawand33,@geloraco Tahun ini kemenkeu pura pura miskin 😆,Negatif
Umbisabar,"@Jenengsinggawe @HermesWijaya @Dany35160046 @PNS_Garis_Lucu Kasian ya idup lu. Ngejalanin hidup karena kehendak orang lain. Udah capek2 kuliah di tempat yang lu ga pengen, ga masuk kemenkeu pula. Sabar ya 🙏🏻 i pity u",Negatif
Umbisabar,"@Jenengsinggawe @HermesWijaya Ah masa sih ga nyesel. Lulusan stan dilempar keluar kemenkeu kan mulai 2020. Lu pas masuk jg pasti ga expect hal ini kan? Masa sih ga kecewa 🤧

Emang pns kemenkeu ga bisa nyari duit dr side hustle juga?",Negatif
w40ne4j4,"@giginpraginanto Prof @mohmahfudmd siap siap nih, kemarin  Johan Budi sudah kasih sinyal pas rapat dikomisi 3, tp itu malah membuktikan keterlibtan istana &amp; DPR dlm kasus di kemenkeu.",Positif
rezalivi,@beacukaiRI @Kemenkeu #CeisaErrorWae TPB ceisa nya berhari2 gangguan min.,Negatif
UlhaqZiia,@prastow Siap kami akan membantu Bapak. Agar tukin Kemenkeu makin naik,Positif
BennyHarmanID,"Soal tindak pidana pencucian uang Rp349 T di Kemenkeu itu masih tak jelas.Ada perbedaan narasi dan tafsir atas data dari Menkeu Sri Mulyani dan Menkopolhukam Mahfud MD.Siapa yg tebar hoaks sebenarnya?Kata Mahfud di Kmsi 3, Menkeu dikibuli anak buahnya.Mau tau yg sebenarnya?Dukung…",Positif
war_cla10,@_haye_ Die yang bikin tahulah celah makanya model RAT ini yaqin bnyk di internal KemenKeu...ga mungkin die bisa memperkaya sendiri pasti ada komplotannya,Negatif
Umbisabar,@Jenengsinggawe @HermesWijaya @Dany35160046 @PNS_Garis_Lucu Ya makanya salah lu sendiri ga milih kemenkeu. Nyesel kan 🤭,Negatif
Umbisabar,"@Jenengsinggawe @HermesWijaya @Dany35160046 @PNS_Garis_Lucu Gw tanya deh. Dimana letak ketidakadilannya emang???????

Dan.. motivasi lu masuk stan pengen masuk kemenkeu kan? Boong dan munafik bgt kalo bilang nggak 🫣",Negatif
AryaBanyu3,"@BennyHarmanID Melihat tontonan hari Rabu kemarin...
Kami se RT tidak percaya kepada DPR yang katanya terhormat,mau membantu pak Mahfud MD untuk bersih bersih ""kotoran"" di Kemenkeu. 🙏🙏",Positif
drhorastobing,"@BRajalalo @__AnakKolong @budimandjatmiko Sebenarnya tanpa harus melucu pun isu 349T itu sudah jadi lelucon ..ngapain aja DPR selama ini; Kemenkeu, KPK, PPATK, BPK, Kejagung Polri semua dibawah pengawasan DPR ..benarlah spt pepatah semut di sebrang lautan kelihatan, gajah di pelupuk mata tak nampak",Negatif
kartodimedjo,"Bulan ramadan baca2 berita kemenkeu malah bikin emosi aja, sabar",Positif
alfhatpit,"@pakaipeci Pantas ateria ngancam2 penyebar skandal Kemenkeu,,ternyata gerombolan mereka ini perampok uang rakyat",Negatif
Jenengsinggawe,@Umbisabar @HermesWijaya @Dany35160046 @PNS_Garis_Lucu Masalah? Kasian amat tmen2 gw disana harus bermitra sama orang kek lu. Moga kemenkeu bisa perbaikin sistem penerimaannya biar orang2 kek lu gbisa masuk sana,Negatif
muhararpajidi,"@rozegems @catchmeupid Sebenere gpp dihukum cuma segitu, asalkan semua uang rekeningnya disita dan dia sudah tidak dalam posisi bekerja di kemenkeu",Positif
fraksigolkar,"Data yang dipaparkan Mahfud ada dugaan TPPU sebesar Rp35 triliun di lingkungan Kemenkeu. Sementara Sri Mulyani sebelumnya menyampaikan nilai itu hanya Rp3,3 triliun data rapat dengan Komisi XI.

Ia terheran lantaran kedua Menteri tersebut berada dalam satu atap komite yang sama.",Positif
tjepicepi,@bloodydontcare @PartaiSocmed dulu temen gw yg di kemenkeu juga ngomong yg tengah ada masalah. tapi gak berani cerita,Positif
Jenengsinggawe,"@Umbisabar @HermesWijaya @Dany35160046 @PNS_Garis_Lucu gw alumni Stan, ga dapet kemenkeu Dan gw ga iri sama sekali sama lu. Gw belum tentu lebih miskin Dari lu. Gw di luar jadi Tau pandangan orang luar ke kalian dan ke orang macam elu si paling mampu. Kasian tmen2 gw disana yg baik2, gak sombong Dan congkak, punya mitra kerja kek lu",Negatif
WahyuAr81720736,@pnsdaerahjelata Kemenkeu wajib dihukum dgn diturunkan tukin nya,Positif
Umbisabar,@Jenengsinggawe @HermesWijaya @Dany35160046 @PNS_Garis_Lucu Sewot bgt ya tuhan. Apa jangan2 lu yg iri? Alumni stan yg ga dapet kemenkeu ya lu? 😭🙏🏻🙏🏻,Negatif
mibnusafari,"@keuangannews_id 50% buat ASN, 50%'nya buat beli Rubicon pegawai kemenkeu.........aseeeeekkk",Negatif
kucinggembul05,"@tvOneNews Yg bnyk korupsi kemenkeu, kok dri kmaren2 kemenkeu jg yg mnta ASN lain THRnya dipotong 50%..panteeek pantekk kemenkeu",Negatif
wahyudiprojo,"@muannas_alaidid @DPR_RI @PPATK @kemenkeu @DivHumas_Polri Gak masalah ditersangkakan, KPK cuma menjaga existensinya yg selama ini buruk kinerjanya dimata rakyat.
Lita lihat hasil akhir berapa banyak KPK bisa menggali nilai korupnya..",Negatif
RedandW96922244,"@ne_deteur @NephiLaxmus Ini soal public trust ke Kemenkeu lho. 
Harusnya 0 kasus, terlebih pemerintah sdh sedemikian generous dengan Net Take Home Pay ASN Kemenkeu. Dan mereka bisa hidup layak kok dgn NTHP itu.
Layak =/= mewah.
Kasus penggelapan pajak/cukai hrs &amp; bisa 0 jika ASN Kemenkeu tak tergoda.",Positif
ichsanfauzi6,"@RicKY_KCh @BennyHarmanID Bu sri mulyani sudah tau belum ada dana gelap senilai Rp 349 Triliun di Kemenkeu, tindakan apakah yang layak untuk menangani kasus tersebut? Dukung DPR untuk buat pansus apa segera mengesahkan RUU Perampasan Aset? Itu dana gelap berasal darimana? Kok tega!",Negatif
duwiantoo,"@Umar_Hasibuan__ Saya lebih percaya P @mohmahfudmd , sumber datanya intelijen, klo sumber data kemenkeu kemungkinan dah diatur2 sama oknum2 macam Alun Cs Corp. 😁😁",Positif
fjrnotme,gimana nih caranya satu kemenkeu bisa dibuka di chrome? masa harus incognito mulu,Positif
silasmatamehu,"Saya dh lht full rapat pemerintah membahas dana di kemenkeu bersama DPR, inilah kita, sulit. Lalu mau usaha dipalak preman, bayar pajak ga ada hasil, jadi karyawan kebutuhan dana pendidikan meningkat. 

Mau buka start up, lebih capek sama anak muda yang main kartu uno smbl mabuk.",Negatif
JogeloJomrono,"@keuangannews_id @kemenkeu  hrsnya THR di @DitjenPajakRI  &amp; @ditjenbeacukai DIBEKUKAN gak pantas dibagikan krn borok2 koruptif baru aja terbongkar!!
Masih punya MALU kah mereka terima THR?!",Negatif
jokonoha1990,"@GunRomli @mohmahfudmd Lu bego apa pura pura bego gunrom, Misbakhun itu bukan membela si alun alun tapi menunjukan keheranan orang di eselon 3 yang nyata nyata mau dipromo tiba tiba dipecat, itu berarti selama ini ada yang salah sama sistem pengendalian intern di kemenkeu",Negatif
putri_inyh,"Mahfud mengatakan PPATK telah melaporkan transaksi janggal ke Kemenkeu sejak 2017. Namun sayangnya, akses Sri Mulyani terhadap temuan itu ditutupi anak buahnya sendiri. Laporan itu ternyata tak sampai ke tangan Sri Mulyani hingga 2020. / #...",Positif
ichsanfauzi6,"@keuangannews_id Bu sri mulyani sudah tau belum ada dana gelap senilai Rp 349 Triliun di Kemenkeu, tindakan apakah yang layak untuk menangani kasus tersebut? Dukung DPR untuk buat pansus apa segera mengesahkan RUU Perampasan Aset? Itu dana gelap berasal darimana? Kok tega!",Negatif
OmHardiman,@juandajaya4 @Relawananies Coba buka mata buka telinga di era jokowi masif KORUPSI nilainya triliunan tppu kemenkeu 349 T,Negatif
lutfi_g,"@Paltiwest @MMisbakhun ini  antara PPATK dan kemenkeu,  apa gak rekonsiliasi data temuan dulu yah, utk menentukan anomali dari total 349 T itu. 🤔",Positif
erickeman,"@kurawa Kalau kemenkeu mau dipercaya masyarakat lagi, lakukan mutasi besar2an. Lakukan audit internal terbuka, bila didapati pelanggaran lakukan pemecatan langsung. Selama ini masyarakat masih lihat lambannya progres ini. Masih kuat status quo nya.",Positif
hukumexpert,"hanya 135 surat yang berhubungan dengan tupoksi Kemenkeu yaitu hanya sebesar Rp 3,3 triliun dari tahun 2009 hingga 2023. Sri Mulyani juga menambahkan dari 300 surat, 139 di antaranya merupakan hasil laporan penelusuran PPATK yang sengaja diminta oleh Kemenkeu.",Positif
Umbisabar,@BosPurwa Bongkar semua koruptor d kemenkeu biar kemenkeu bersih dan berintegritas. Aamiin,Negatif
tukangnya_ra,@Trollbukantroll @detikcom Saya aminkan sehingga kawan pegawai kemenkeu non pajak dan beceh juga lebih diperhatikan lagi,Positif
gembala_koteka,"@KepaArgawinata2 Saya lagi Menuju Palestina, mau cek Apakah; Para calon presiden, gubernur, ormas, ustad, PDIP dan PKS Palestina  sedang Demo FIFA karena Indonesia ditalak 5 untuk menyelenggarakan piala dunia U-20 sekaligus demo pencucian  349 T di Kemenkeu Palestina.",Positif
gembala_koteka,"@Gladislagiwoy Saya lagi Menuju Palestina, mau cek Apakah; Para calon presiden, gubernur, ormas, ustad, PDIP dan PKS Palestina  sedang Demo FIFA karena Indonesia ditalak 5 untuk menyelenggarakan piala dunia U-20 sekaligus demo pencucian  349 T di Kemenkeu Palestina.",Positif
