username,content,sentiment,token,stem
LBingoenk, itu swasta yg satu pakai apbn yg kelola kemenkeu masa gini aj ga tau,Negatif,"['swasta', 'pakai', 'apbn', 'kelola', 'kemenkeu', 'gini', 'ga']","['swasta', 'pakai', 'apbn', 'kelola', 'kemenkeu', 'gin', 'ga']"
jamaluddinmarz, buat nambahin beli moge dan rubicon pegawai kemenkeu,Negatif,"['nambahin', 'beli', 'motor gede', 'rubicon', 'pegawai', 'kemenkeu']","['nambahin', 'beli', 'motor gede', 'rubicon', 'pegawai', 'kemenkeu']"
desri12157, ini sakiti prasaan keadilan msyarakat stlh dukung pnolakan timnas israel diajang u yg brujung pd pmbatalan ri sbg tuan rumah skrg mrk tolak upaya pnegakan huk atas kasus tppu triliun di dungu ,Negatif,"['sakiti', 'prasaan', 'keadilan', 'msyarakat', 'dukung', 'pnolakan', 'timnas', 'israel', 'diajang', 'brujung', 'pmbatalan', 'ri', 'sbg', 'tuan', 'rumah', 'skrg', 'mrk', 'tolak', 'upaya', 'pnegakan', 'huk', 'tppu', 'triliun', 'dungu']","['sakit', 'prasaan', 'adil', 'msyarakat', 'dukung', 'pnolakan', 'timnas', 'israel', 'ajang', 'brujung', 'pmbatalan', 'ri', 'sbg', 'tuan', 'rumah', 'skrg', 'mrk', 'tolak', 'upaya', 'pnegakan', 'huk', 'tppu', 'triliun', 'dungu']"
pinguinprop, kemenkeu nah ini mesti gw ceritain lebih lanjut biar ada pandangan baru tapi gak bisa disini hehe,Positif,"['kemenkeu', 'mesti', 'ceritain', 'biar', 'pandangan', 'gak', 'he']","['kemenkeu', 'mesti', 'ceritain', 'biar', 'pandang', 'gak', 'he']"
penyndiri, salut kepada malaysia rakyat nya tanpa buzzer menolak timnas israel netizen jangan terkecoh tetap kawal kasus t kemenkeu ingat kemaren srimul sdh kumpulkan buzzer buat tangkal isu mega korupsi di kemenkeu,Positif,"['salut', 'malaysia', 'rakyat', 'nya', 'buzzer', 'menolak', 'timnas', 'israel', 'netizen', 'terkecoh', 'kawal', 't', 'kemenkeu', 'kemarin', 'srimul', 'sdh', 'kumpulkan', 'buzzer', 'tangkal', 'isu', 'mega', 'korupsi', 'kemenkeu']","['salut', 'malaysia', 'rakyat', 'nya', 'buzzer', 'tolak', 'timnas', 'israel', 'netizen', 'kecoh', 'kawal', 't', 'kemenkeu', 'kemarin', 'srimul', 'sdh', 'kumpul', 'buzzer', 'tangkal', 'isu', 'mega', 'korupsi', 'kemenkeu']"
baronbasuningsr,isu potensi tppu t di kemenkeu hilang sementara disapu realitas gagalnya indonesia tuan rumah world cup u dua duanya isu mencemaskan untuk kepercayaan diri bangsa ,Positif,"['isu', 'potensi', 'tppu', 't', 'kemenkeu', 'hilang', 'disapu', 'realitas', 'gagalnya', 'indonesia', 'tuan', 'rumah', 'world', 'cup', 'duanya', 'isu', 'mencemaskan', 'kepercayaan', 'bangsa']","['isu', 'potensi', 'tppu', 't', 'kemenkeu', 'hilang', 'sapu', 'realitas', 'gagal', 'indonesia', 'tuan', 'rumah', 'world', 'cup', 'dua', 'isu', 'cemas', 'percaya', 'bangsa']"
itsreivo, ada dua berita besar di indonesia saat ini aliran dana t di kemenkeu batalnya piala dunia ayo teman teman jangan kendorrrr,Positif,"['berita', 'indonesia', 'aliran', 'dana', 't', 'kemenkeu', 'batalnya', 'piala', 'dunia', 'ayo', 'teman', 'teman', 'kendorrrr']","['berita', 'indonesia', 'alir', 'dana', 't', 'kemenkeu', 'batal', 'piala', 'dunia', 'ayo', 'teman', 'teman', 'kendorrrr']"
BeBuzzerNKRI, nah bisa jd mbak makanya td di awal saya bilang bukankah bisa lbh baik membereskannya dr dlm kan pak md ketua knk pp kppu sajikan semua data ppatk di ats meja panggil semua jajaran pimpinan kemenkeu termasuk ibu smi siapapun yg menyumbat akses ke ibu smi sekalian dibongkar,Positif,"['mbak', 'bilang', 'lbh', 'membereskannya', 'dr', 'dlm', 'md', 'ketua', 'knk', 'pulang pergi', 'kppu', 'sajikan', 'data', 'ppatk', 'ats', 'meja', 'panggil', 'jajaran', 'pimpinan', 'kemenkeu', 'smi', 'menyumbat', 'akses', 'smi', 'dibongkar']","['mbak', 'bilang', 'lbh', 'beres', 'dr', 'dlm', 'md', 'ketua', 'knk', 'pulang pergi', 'kppu', 'saji', 'data', 'ppatk', 'ats', 'meja', 'panggil', 'jajar', 'pimpin', 'kemenkeu', 'smi', 'sumbat', 'akses', 'smi', 'bongkar']"
asumsico,rafael diduga menerima gratifikasi sejak hingga dalam kapasitasnya sebagai pemeriksa pajak djp kemenkeu,Positif,"['rafael', 'diduga', 'menerima', 'gratifikasi', 'kapasitasnya', 'pemeriksa', 'pajak', 'djp', 'kemenkeu']","['rafael', 'duga', 'terima', 'gratifikasi', 'kapasitas', 'periksa', 'pajak', 'djp', 'kemenkeu']"
ichsanfauzi6, bambang pacul masih sebagai anggota dpr bukan kalo sudah tau ada dana gelap senilai rp triliun di kemenkeu tindakan apakah yang layak untuk menangani kasus tersebut buat pansus apa segera mengesahkan ruu perampasan aset itu dana gelap berasal darimana kok tega,Positif,"['bambang', 'pacul', 'anggota', 'dpr', 'dana', 'gelap', 'senilai', 'rp', 'triliun', 'kemenkeu', 'tindakan', 'layak', 'menangani', 'panitia khusus', 'mengesahkan', 'ruu', 'perampasan', 'aset', 'dana', 'gelap', 'berasal', 'darimana', 'tega']","['bambang', 'pacul', 'anggota', 'dpr', 'dana', 'gelap', 'nila', 'rp', 'triliun', 'kemenkeu', 'tindak', 'layak', 'tangan', 'panitia khusus', 'kesah', 'ruu', 'ampas', 'aset', 'dana', 'gelap', 'asal', 'darimana', 'tega']"
pkjs_ui,febri juga menambahkan selain dari revisi pp kemenkeu kemenkes dan kemenko pmk telah memasukkan pelarangan rokok batangan di pembahasan peta jalan pengelolaan hasil tembakau hal ini dapat juga untuk menekan konsumsi rokok pada penerima bansos danabansosbukanuntukrkok,Positif,"['febri', 'revisi', 'pulang pergi', 'kemenkeu', 'kemenkes', 'kemenko', 'pmk', 'memasukkan', 'pelarangan', 'rokok', 'batangan', 'pembahasan', 'peta', 'jalan', 'pengelolaan', 'hasil', 'tembakau', 'menekan', 'konsumsi', 'rokok', 'penerima', 'bansos', 'danabansosbukanuntukrkok']","['febri', 'revisi', 'pulang pergi', 'kemenkeu', 'kemenkes', 'kemenko', 'pmk', 'masuk', 'larang', 'rokok', 'batang', 'bahas', 'peta', 'jalan', 'kelola', 'hasil', 'tembakau', 'tekan', 'konsumsi', 'rokok', 'terima', 'bansos', 'danabansosbukanuntukrkok']"
pkjs_ui,mengenai kebijakan tarif cht jiak berdasarkan estimasi dari kemenkeu ini juga mendukung indeks kemahalan rokok meskipun kita harapkan indeks kemahalan ini bisa terus naik dan produksi rokok bisa ada penurunan febri ap,Positif,"['kebijakan', 'tarif', 'cht', 'jiak', 'berdasarkan', 'estimasi', 'kemenkeu', 'mendukung', 'indeks', 'kemahalan', 'rokok', 'harapkan', 'indeks', 'kemahalan', 'produksi', 'rokok', 'penurunan', 'febri']","['bijak', 'tarif', 'cht', 'jiak', 'dasar', 'estimasi', 'kemenkeu', 'dukung', 'indeks', 'mahal', 'rokok', 'harap', 'indeks', 'mahal', 'produksi', 'rokok', 'turun', 'febri']"
pkjs_ui,kemenkeu juga mengatur batasan minimum hje dalam rangka menghitung penerimaan negara hal ini bisa diatur juga dengan bagaimana distribusi perdagangan rokoknya nanti febri ap,Positif,"['kemenkeu', 'mengatur', 'batasan', 'minimum', 'hje', 'rangka', 'menghitung', 'penerimaan', 'negara', 'diatur', 'distribusi', 'perdagangan', 'rokoknya', 'febri']","['kemenkeu', 'atur', 'batas', 'minimum', 'hje', 'rangka', 'hitung', 'terima', 'negara', 'atur', 'distribusi', 'dagang', 'rokok', 'febri']"
eckyali, tahun kemenkeu ga mencium keanehan rekening rafael sih itu mah termasuk pura gatau gasih wkwkwkw,Negatif,"['kemenkeu', 'ga', 'mencium', 'keanehan', 'rekening', 'rafael', 'sih', 'mah', 'pura', 'gatau', 'gasih', 'wkwkwkw']","['kemenkeu', 'ga', 'cium', 'aneh', 'rekening', 'rafael', 'sih', 'mah', 'pura', 'gatau', 'gasih', 'wkwkwkw']"
ichsanfauzi6, dpr katanya singkatan dari dewan perwakilan rakyat kalo sudah tau ada dana gelap senilai rp triliun di kemenkeu tindakan apakah yang layak untuk menangani kasus tersebut buat pansus apa segera mengesahkan ruu perampasan aset itu dana gelap berasal darimana kok tega,Negatif,"['dpr', 'singkatan', 'dewan', 'perwakilan', 'rakyat', 'dana', 'gelap', 'senilai', 'rp', 'triliun', 'kemenkeu', 'tindakan', 'layak', 'menangani', 'panitia khusus', 'mengesahkan', 'ruu', 'perampasan', 'aset', 'dana', 'gelap', 'berasal', 'darimana', 'tega']","['dpr', 'singkat', 'dewan', 'wakil', 'rakyat', 'dana', 'gelap', 'nila', 'rp', 'triliun', 'kemenkeu', 'tindak', 'layak', 'tangan', 'panitia khusus', 'kesah', 'ruu', 'ampas', 'aset', 'dana', 'gelap', 'asal', 'darimana', 'tega']"
ichsanfauzi6, dpr katanya singkatan dari dewan perwakilan rakyat kalo sudah tau ada dana gelap senilai rp triliun di kemenkeu tindakan apakah yang layak untuk menangani kasus tersebut buat pansus apa segera mengesahkan ruu perampasan aset itu dana gelap berasal darimana kok tega,Negatif,"['dpr', 'singkatan', 'dewan', 'perwakilan', 'rakyat', 'dana', 'gelap', 'senilai', 'rp', 'triliun', 'kemenkeu', 'tindakan', 'layak', 'menangani', 'panitia khusus', 'mengesahkan', 'ruu', 'perampasan', 'aset', 'dana', 'gelap', 'berasal', 'darimana', 'tega']","['dpr', 'singkat', 'dewan', 'wakil', 'rakyat', 'dana', 'gelap', 'nila', 'rp', 'triliun', 'kemenkeu', 'tindak', 'layak', 'tangan', 'panitia khusus', 'kesah', 'ruu', 'ampas', 'aset', 'dana', 'gelap', 'asal', 'darimana', 'tega']"
aminoto7, ayo skalian gengnya diciduk gak mgkn kan main sendiri msh ada an orang lebih kan yg diduga terlibat di kemenkeu,Negatif,"['ayo', 'gengnya', 'diciduk', 'gak', 'main', 'an', 'orang', 'diduga', 'terlibat', 'kemenkeu']","['ayo', 'geng', 'ciduk', 'gak', 'main', 'an', 'orang', 'duga', 'libat', 'kemenkeu']"
Zumpio,buzzerbuzzer kemenkeu belum dapat briefing dan arahaan ngejawab apa sepertinya,Negatif,"['buzzerbuzzer', 'kemenkeu', 'briefing', 'arahaan', 'ngejawab']","['buzzerbuzzer', 'kemenkeu', 'briefing', 'arahaan', 'ngejawab']"
DrEvaChaniago,permasalahan str by dr str itu kewenangan kki lembaga negara penetapannya tentu melibatkan aturan kemenkeu juga bukan idi biaya ribu utk str pertama kali ribu utk perpanjangan per tahun kalau masih dianggap mahal silakan ke kki dan,Negatif,"['permasalahan', 'str', 'by', 'dr', 'str', 'kewenangan', 'kki', 'lembaga', 'negara', 'penetapannya', 'melibatkan', 'aturan', 'kemenkeu', 'idi', 'biaya', 'ribu', 'str', 'kali', 'ribu', 'perpanjangan', 'dianggap', 'mahal', 'silakan', 'kki']","['masalah', 'str', 'by', 'dr', 'str', 'wenang', 'kki', 'lembaga', 'negara', 'tetap', 'libat', 'atur', 'kemenkeu', 'idi', 'biaya', 'ribu', 'str', 'kali', 'ribu', 'panjang', 'anggap', 'mahal', 'sila', 'kki']"
dadiriadi1, lanjutkan hingga jadi deretan asn kemenkeu korup,Negatif,"['lanjutkan', 'deretan', 'asn', 'kemenkeu', 'korupsi']","['lanjut', 'deret', 'asn', 'kemenkeu', 'korupsi']"
idhumhi, sangat salut dgn gaya dan argumennya pak mahfud kami dukung pengungkapan dana t di kemenkeu serta di bea cukai,Positif,"['salut', 'gaya', 'argumennya', 'mahfud', 'dukung', 'pengungkapan', 'dana', 't', 'kemenkeu', 'bea', 'cukai']","['salut', 'gaya', 'argumen', 'mahfud', 'dukung', 'ungkap', 'dana', 't', 'kemenkeu', 'bea', 'cukai']"
ItjenKemenkeu,helpdesk pbj berfungsi sebagai layanan konsultansi pengadaan barangjasa layanan ini dapat dimanfaatkan bukan hanya untuk klien pengawasan itjen saja lho tapi juga seluruh pihak yang membutuhkan termasuk unit pengawas intern pemerintah lainnya,Positif,"['helpdesk', 'pbj', 'berfungsi', 'layanan', 'konsultansi', 'pengadaan', 'barangjasa', 'layanan', 'dimanfaatkan', 'klien', 'pengawasan', 'itjen', 'lho', 'membutuhkan', 'unit', 'pengawas', 'intern', 'pemerintah']","['helpdesk', 'pbj', 'fungsi', 'layan', 'konsultansi', 'ada', 'barangjasa', 'layan', 'manfaat', 'klien', 'awas', 'itjen', 'lho', 'butuh', 'unit', 'awas', 'intern', 'perintah']"
NarasiNewsroom,kata ali pihaknya telah menemukan dua bukti yang cukup untuk menetapkan rafael sebagai tersangka rafael diduga telah menerima gratifikasi dalam kurun waktu saat ia menjabat sebagai pemeriksa pajak di ditjen pajak kemenkeu,Positif,"['ali', 'menemukan', 'bukti', 'menetapkan', 'rafael', 'tersangka', 'rafael', 'diduga', 'menerima', 'gratifikasi', 'kurun', 'menjabat', 'pemeriksa', 'pajak', 'ditjen', 'pajak', 'kemenkeu']","['ali', 'temu', 'bukti', 'tetap', 'rafael', 'sangka', 'rafael', 'duga', 'terima', 'gratifikasi', 'kurun', 'jabat', 'periksa', 'pajak', 'ditjen', 'pajak', 'kemenkeu']"
jembermfs, guysss magang kemenkeu itu bulan full kah atau kita bisa ngajuin sendiri misal mau bulan aja gituu jbrfess trims ,Positif,"['guysss', 'magang', 'kemenkeu', 'full', 'kah', 'ngajuin', 'gituu', 'jbrfess', 'terima kasih']","['guysss', 'magang', 'kemenkeu', 'full', 'kah', 'ngajuin', 'gituu', 'jbrfess', 'terima kasih']"
collegemenfess, guysss magang kemenkeu itu bulan full kah atau kita bisa ngajuin sendiri misal mau bulan aja gituu cm trims ,Positif,"['guysss', 'magang', 'kemenkeu', 'full', 'kah', 'ngajuin', 'gituu', 'cm', 'terima kasih']","['guysss', 'magang', 'kemenkeu', 'full', 'kah', 'ngajuin', 'gituu', 'cm', 'terima kasih']"
widodol_joko, makin gila fitnah luh jualan radikal radikul intoleran kalian yang seperti itu gak kapok dijarah lagi tuh t kemenkeu tolol bacot gak jelas kafir ya,Negatif,"['gila', 'fitnah', 'luh', 'jualan', 'radikal', 'radikul', 'intoleran', 'gak', 'kapok', 'dijarah', 'tuh', 't', 'kemenkeu', 'tolol', 'banyak bicara', 'gak', 'kafir', 'iya']","['gila', 'fitnah', 'luh', 'jual', 'radikal', 'radikul', 'intoleran', 'gak', 'kapok', 'jarah', 'tuh', 't', 'kemenkeu', 'tolol', 'banyak bicara', 'gak', 'kafir', 'iya']"
Smartfr79422709, sepertinya di bidang kemenkeu atau perekonomian yang direshuffle,Positif,"['bidang', 'kemenkeu', 'perekonomian', 'direshuffle']","['bidang', 'kemenkeu', 'ekonomi', 'direshuffle']"
RyaWiedy, dugaanku gini prof mmd kan tdk mgk intervensi di internal kemenkeu laporan ppatk nampaknya tdk sampai ke ibu smi mandeg dimana kita blm tau shg dianggap ibu smi yg tdk bertindak prof mmd amp tim tau siapa yg main tp krn kuat tdk tertembus prosedural dibenturkan dg publik,Negatif,"['dugaanku', 'gini', 'prof', 'mmd', 'mgk', 'intervensi', 'internal', 'kemenkeu', 'laporan', 'ppatk', 'nampaknya', 'smi', 'mandeg', 'dimana', 'dianggap', 'smi', 'bertindak', 'prof', 'mmd', 'amp', 'tim', 'main', 'kuat', 'tertembus', 'prosedural', 'dibenturkan', 'dg', 'publik']","['duga', 'gin', 'prof', 'mmd', 'mgk', 'intervensi', 'internal', 'kemenkeu', 'lapor', 'ppatk', 'nampaknya', 'smi', 'mandeg', 'mana', 'anggap', 'smi', 'tindak', 'prof', 'mmd', 'amp', 'tim', 'main', 'kuat', 'tembus', 'prosedural', 'bentur', 'dg', 'publik']"
donald1710, pengalihan isu kemenkeu,Negatif,"['pengalihan', 'isu', 'kemenkeu']","['alih', 'isu', 'kemenkeu']"
Setyo_D_Andi, masih kesel sama yg bikin narasi konferensi persnya bu menteri yg bilang pegawai kemenkeu yg isi lhkpn baru sekian persen padahal masih ada waktu seminggu sebelom deadline yg akhirnya diplintir sana sini,Negatif,"['kesel', 'bikin', 'narasi', 'konferensi', 'persnya', 'bu', 'menteri', 'bilang', 'pegawai', 'kemenkeu', 'isi', 'lhkpn', 'sekian', 'persen', 'seminggu', 'sebelom', 'deadline', 'diplintir']","['kesel', 'bikin', 'narasi', 'konferensi', 'pers', 'bu', 'menteri', 'bilang', 'pegawai', 'kemenkeu', 'isi', 'lhkpn', 'sekian', 'persen', 'minggu', 'bom', 'deadline', 'diplintir']"
Matisyahdu17,semoga nasionalisme pecinta bola bukan hanya di stadion saja persoalan piala dunia u sudah selesai skarang kita kawal kasus kemenkeu bea cukai dan tragedi kanjuruhan,Positif,"['semoga', 'nasionalisme', 'pecinta', 'bola', 'stadion', 'piala', 'dunia', 'selesai', 'skarang', 'kawal', 'kemenkeu', 'bea', 'cukai', 'tragedi', 'kanjuruhan']","['moga', 'nasionalisme', 'cinta', 'bola', 'stadion', 'piala', 'dunia', 'selesai', 'skarang', 'kawal', 'kemenkeu', 'bea', 'cukai', 'tragedi', 'kanjuruhan']"
p023456, mungkin begini uang masuk dari perusahaan mafia penghindar pajakcukai dan uang keluarnya utk setoran ke politikus utk jabatan di kemenkeu,Negatif,"['uang', 'masuk', 'perusahaan', 'mafia', 'penghindar', 'pajakcukai', 'uang', 'keluarnya', 'setoran', 'politikus', 'jabatan', 'kemenkeu']","['uang', 'masuk', 'usaha', 'mafia', 'hindar', 'pajakcukai', 'uang', 'keluar', 'setor', 'politikus', 'jabat', 'kemenkeu']"
2dibukaB, kok orang pdip pada kegerahan ya pak bongkar transaksi janggal yg an triliun lebih di kemenkeu ada apa coba harusnya di dukung dong pemberantasan korupsi atau money laundry di negara ini,Negatif,"['orang', 'pdip', 'kegerahan', 'iya', 'bongkar', 'transaksi', 'janggal', 'an', 'triliun', 'kemenkeu', 'coba', 'dukung', 'pemberantasan', 'korupsi', 'money', 'laundry', 'negara']","['orang', 'pdip', 'gerah', 'iya', 'bongkar', 'transaksi', 'janggal', 'an', 'triliun', 'kemenkeu', 'coba', 'dukung', 'berantas', 'korupsi', 'money', 'laundry', 'negara']"
GunawanBakrie,simpang siur ttg angka spt yg dikatakan oleh pak mahfuditu hanya perbedaan dlm menafsirkan contohnya pd angka t yg terjadi di kemenkeu dan disebutkan oleh ibu smi di komisi xi kemarin hanya t lebih pak mahfud mengatakan bahwa ibu smi hanya mengambil sampelnya saja,Positif,"['simpang', 'siur', 'angka', 'mahfuditu', 'perbedaan', 'dlm', 'menafsirkan', 'contohnya', 'angka', 't', 'kemenkeu', 'smi', 'komisi', 'xi', 'kemarin', 't', 'mahfud', 'smi', 'mengambil', 'sampelnya']","['simpang', 'siur', 'angka', 'mahfuditu', 'beda', 'dlm', 'tafsir', 'contoh', 'angka', 't', 'kemenkeu', 'smi', 'komisi', 'xi', 'kemarin', 't', 'mahfud', 'smi', 'ambil', 'sampel']"
BeBuzzerNKRI, justru itu mbakcoba mainnya halus hajar dr dalam bongkar kebobrokan dirjen pajak inspektorat kemenkeu dan dirjen bea cukaiknp mereka menyembunyikan data dr ppatk ke ibu smi,Negatif,"['mbakcoba', 'mainnya', 'halus', 'hajar', 'dr', 'bongkar', 'kebobrokan', 'dirjen', 'pajak', 'inspektorat', 'kemenkeu', 'dirjen', 'bea', 'cukaiknp', 'menyembunyikan', 'data', 'dr', 'ppatk', 'smi']","['mbakcoba', 'main', 'halus', 'hajar', 'dr', 'bongkar', 'bobrok', 'dirjen', 'pajak', 'inspektorat', 'kemenkeu', 'dirjen', 'bea', 'cukaiknp', 'sembunyi', 'data', 'dr', 'ppatk', 'smi']"
Hashas_TM81, jangan obyek pajak aja yg anda buru tuh orng di bea cukai dan kemenkeu yg diduga kasus ratusan t kok nggk pernah bapak singgung p mahfud info pun dikeroyok dpr ada apa ini,Negatif,"['obyek', 'pajak', 'buru', 'tuh', 'orng', 'bea', 'cukai', 'kemenkeu', 'diduga', 'ratusan', 't', 'nggk', 'singgung', 'p', 'mahfud', 'informasi', 'dikeroyok', 'dpr']","['obyek', 'pajak', 'buru', 'tuh', 'orng', 'bea', 'cukai', 'kemenkeu', 'duga', 'ratus', 't', 'nggk', 'singgung', 'p', 'mahfud', 'informasi', 'keroyok', 'dpr']"
p023456, itu setoran pejabat kemenkeu ke kah,Negatif,"['setoran', 'pejabat', 'kemenkeu', 'kah']","['setor', 'jabat', 'kemenkeu', 'kah']"
GrumpyOldMayn, mengapa kemenkeu keep sendiri kasus nya mengapa gak dibawa ke polisijaksa ,Negatif,"['kemenkeu', 'keep', 'nya', 'gak', 'dibawa', 'polisijaksa']","['kemenkeu', 'keep', 'nya', 'gak', 'bawa', 'polisijaksa']"
RyaWiedy, padahal tahun ini rat mau naik pangkat kalo ngga terbongkar dari sini kita bisa lihat lemahnya pengawasan di internal kemenkeu dan ibu smi nampaknya tidak mendapat info yg utuh soal ini dugaan sy ada kebuntuan arus informasi hingga tdk sampai ke ibu smi bisa sengaja juga,Negatif,"['rat', 'pangkat', 'terbongkar', 'lihat', 'lemahnya', 'pengawasan', 'internal', 'kemenkeu', 'smi', 'nampaknya', 'informasi', 'utuh', 'dugaan', 'kebuntuan', 'arus', 'informasi', 'smi', 'sengaja']","['rat', 'pangkat', 'bongkar', 'lihat', 'lemah', 'awas', 'internal', 'kemenkeu', 'smi', 'nampaknya', 'informasi', 'utuh', 'duga', 'buntu', 'arus', 'informasi', 'smi', 'sengaja']"
bapakgaul666, kemenkeu kah,Positif,"['kemenkeu', 'kah']","['kemenkeu', 'kah']"
p023456, mungkin duit setoran utk menjadi pejabat kemenkeu ke oknun ,Negatif,"['duit', 'setoran', 'pejabat', 'kemenkeu', 'oknun']","['duit', 'setor', 'jabat', 'kemenkeu', 'oknun']"
debley11, bisa jadi justru beliau corongnya jkw mgkn jkw sdh dpt bisikan² ttg mafia di kemenkeu tpi krn eweh pakewuh sm menterinya jdi pake corong kepiawaian smi dlm pengelolaan ekonomi tdk diragukan lgi hanya bisa jdi smi terbuai dg keberhasilannya sehingga lalai kontrol didlm,Negatif,"['beliau', 'corongnya', 'jkw', 'jkw', 'sdh', 'bisikan²', 'mafia', 'kemenkeu', 'eweh', 'pakewuh', 'sm', 'menterinya', 'pakai', 'corong', 'kepiawaian', 'smi', 'dlm', 'pengelolaan', 'ekonomi', 'diragukan', 'smi', 'terbuai', 'dg', 'keberhasilannya', 'lalai', 'kontrol', 'didlm']","['beliau', 'corong', 'jkw', 'jkw', 'sdh', 'bisik', 'mafia', 'kemenkeu', 'eweh', 'pakewuh', 'sm', 'menteri', 'pakai', 'corong', 'piawai', 'smi', 'dlm', 'kelola', 'ekonomi', 'ragu', 'smi', 'buai', 'dg', 'hasil', 'lalai', 'kontrol', 'didlm']"
naikrokettt,tetaplah fokus terhadap pencucian uang t di kemenkeu,Positif,"['tetaplah', 'fokus', 'pencucian', 'uang', 't', 'kemenkeu']","['tetap', 'fokus', 'cuci', 'uang', 't', 'kemenkeu']"
hafnar_harjo, perusahaan cangkang internal kemenkeu tlg diangkat isunya mas,Positif,"['perusahaan', 'cangkang', 'internal', 'kemenkeu', 'tlg', 'diangkat', 'isunya', 'mas']","['usaha', 'cangkang', 'internal', 'kemenkeu', 'tlg', 'angkat', 'isu', 'mas']"
ariefbudiawan7, kalau yang ini saya dukung kang benny untuk menguak kebobrokan pegawai di kemenkeu,Positif,"['dukung', 'kang', 'benny', 'menguak', 'kebobrokan', 'pegawai', 'kemenkeu']","['dukung', 'kang', 'benny', 'uak', 'bobrok', 'pegawai', 'kemenkeu']"
adangsetiadana, keren nih mas bantu prof mahfud juga untuk membuka tabir tuntaskan entitas aparatur sipil negara asn kementerian keuangan kemenkeu yang terlibat dalam dugaan tindak pidana pencucian uang tppu senilai rp triliun,Positif,"['keren', 'mas', 'bantu', 'prof', 'mahfud', 'membuka', 'tabir', 'tuntaskan', 'entitas', 'aparatur', 'sipil', 'negara', 'asn', 'kementerian', 'keuangan', 'kemenkeu', 'terlibat', 'dugaan', 'tindak', 'pidana', 'pencucian', 'uang', 'tppu', 'senilai', 'rp', 'triliun']","['keren', 'mas', 'bantu', 'prof', 'mahfud', 'buka', 'tabir', 'tuntas', 'entitas', 'aparatur', 'sipil', 'negara', 'asn', 'menteri', 'uang', 'kemenkeu', 'libat', 'duga', 'tindak', 'pidana', 'cuci', 'uang', 'tppu', 'nila', 'rp', 'triliun']"
